Year,Driver,Total_Points,Wins,Podiums,Top10s,Races_Entered,Avg_Position,Position_STD,Champion
2015,Räikkönen,150.0,0,3,14,19,7.947368421052632,5.825935158224494,0
2015,Bottas,136.0,0,2,13,19,8.0,5.163977794943222,0
2015,Massa,121.0,0,2,13,19,9.0,5.79271573232759,0
2015,Kvyat,95.0,0,1,14,19,8.842105263157896,4.438007033877767,0
2015,Ricciardo,92.0,0,2,13,19,9.157894736842104,4.475403866254069,0
2015,Pérez,78.0,0,1,12,19,9.105263157894736,3.8136412585772677,0
2015,Hülkenberg,58.0,0,0,9,19,11.947368421052632,5.64184449951655,0
2015,Grosjean,51.0,0,1,10,19,11.157894736842104,4.512490786629398,0
2015,Verstappen,49.0,0,0,10,19,11.157894736842104,4.462973073520695,0
2015,Maldonado,27.0,0,0,6,19,13.894736842105264,4.965377202210716,0
2015,Nasr,27.0,0,0,6,19,12.105263157894736,4.121687044593179,0
2015,Sainz,18.0,0,0,7,19,12.631578947368421,3.7743362376830873,0
2015,Button,16.0,0,0,4,19,13.947368421052632,3.93663257409068,0
2015,Alonso,11.0,0,0,2,18,14.88888888888889,4.4969125210773475,0
2015,Ericsson,9.0,0,0,5,19,13.0,3.1622776601683795,0
2015,Magnussen,0.0,0,0,0,1,17.0,,0
2015,Merhi,0.0,0,0,0,13,15.692307692307692,2.015961945102775,0
2015,Rossi,0.0,0,0,0,5,15.4,2.6076809620810595,0
2015,Stevens,0.0,0,0,0,18,16.61111111111111,1.9140007034508786,0
2016,Rosberg,385.0,9,16,20,21,3.1904761904761907,4.600207034678413,1
2016,Hamilton,380.0,10,17,19,21,3.761904761904762,5.476356105155708,0
2016,Ricciardo,256.0,1,8,20,21,4.380952380952381,2.3974192473614306,0
2016,Vettel,212.0,0,7,17,21,7.285714285714286,7.001020333800332,0
2016,Verstappen,204.0,1,7,17,21,6.904761904761905,5.752432197816519,0
2016,Räikkönen,186.0,0,4,17,21,7.523809523809524,6.177532255027469,0
2016,Pérez,101.0,0,2,16,21,8.571428571428571,3.7359259705115764,0
2016,Bottas,85.0,0,1,15,21,9.666666666666666,4.788875998951459,0
2016,Hülkenberg,72.0,0,0,14,21,11.333333333333334,5.910442735813733,0
2016,Alonso,54.0,0,0,9,20,11.6,5.009464726106499,0
2016,Massa,53.0,0,0,13,21,11.380952380952381,5.162133187706324,0
